시군구,단지명,전용면적(㎡),계약일,거래금액(만원),층,건축년도,도로명
인천광역시 미추홀구 도화동,더샵인천스카이타워1단지,74.9643,06,"51,500",35,2020,숙골로88번길 12
경기도 오산시 부산동,오산센트럴푸르지오,84.991,06,"44,000",24,2018,현충로 107-30
경기도 오산시 부산동,오산시티자이1차1단지,78.1453,06,"43,300",15,2017,부산중앙로 11
경기도 오산시 부산동,오산시티자이1차1단지,78.1453,06,"43,300",15,2017,부산중앙로 11
울산광역시 동구 서부동,울산지웰시티자이2단지,84.9957,06,"59,000",25,2023,서부로 51
경기도 오산시 오산동,주공2단지,84.34,06,"34,800",19,2000,운암로 89
경기도 남양주시 다산동,다산푸르지오,51.8728,06,"57,500",22,2021,다산중앙로82번안길 74
경기도 남양주시 다산동,다산한강반도유보라,84.9611,06,"76,500",9,2019,다산지금로146번길 67
인천광역시 부평구 부개동,부개역코오롱하늘채,31.934,06,"26,000",12,2021,부평문화로 216
인천광역시 부평구 부개동,뉴서울,39.48,06,"17,300",11,1989,충선로 191
인천광역시 부평구 부개동,성일,58.98,06,"23,500",4,1990,수변로52번길 6
경기도 부천시소사구 소사본동,신일해피트리,38.87,06,"27,000",7,2021,소사로134번길 14
경기도 남양주시 다산동,다산아이파크,84.95,06,"86,500",22,2017,다산순환로 333
서울특별시 관악구 봉천동,e편한세상서울대입구2단지,59.88,06,"100,400",12,2019,청룡16길 43
서울특별시 관악구 봉천동,관악드림(동아),60,06,"82,000",18,2003,성현로 80
울산광역시 북구 매곡동,매곡현대아파트(101~106동),49.805,06,"8,300",8,1994,매곡1로 13
울산광역시 북구 매곡동,오토밸리로효성해링턴플레이스아파트,84.8819,06,"35,850",8,2016,신천로 105
울산광역시 북구 매곡동,매곡에듀파크에일린의뜰,84.9939,06,"43,000",11,2021,신천로 103
울산광역시 북구 매곡동,매곡에듀파크에일린의뜰,59.9945,06,"31,000",6,2021,신천로 103
울산광역시 북구 매곡동,매곡에듀파크에일린의뜰,59.9945,06,"31,000",6,2021,신천로 103
서울특별시 관악구 봉천동,두산,84.73,06,"89,500",1,2000,봉천로 387
서울특별시 관악구 봉천동,벽산블루밍,84.99,06,"88,000",4,2005,은천로 93
경기도 부천시소사구 소사본동,대은팰리스뷰,59.92,06,"31,000",9,2010,소안로 63
경기도 남양주시 평내동,평내마을중흥에스-클래스(1단지),82.3809,06,"37,700",15,2005,평내로 146
경기도 남양주시 평내동,평내마을평내1차대주파크빌,84.9357,06,"36,500",14,2005,평내로 113
경기도 남양주시 평내동,평내호평역대명루첸포레스티움,59.8129,06,"44,000",4,2020,경춘로 1305
서울특별시 강동구 천호동,두산위브센티움,31.37,06,"17,000",5,2004,올림픽로70길 61
서울특별시 강동구 천호동,집앤사스윗사이드아파트,14.02,06,"17,900",3,2019,천중로 6
서울특별시 강동구 천호동,삼익아파트,59.8,06,"65,500",7,1997,상암로12길 13
서울특별시 관악구 신림동,관악산휴먼시아1단지,59.99,06,"55,000",12,2008,난곡로 30
서울특별시 관악구 신림동,금호(1차),66.39,06,"47,500",3,1997,대학18길 6
경기도 남양주시 호평동,호평오네뜨센트럴,74.9943,06,"55,500",8,2019,늘을3로 88-12
경기도 구리시 수택동,구리태영데시앙,84.86,06,"69,500",13,2014,벌말로 185
경기도 구리시 수택동,수택동금호어울림,68.241,06,"59,700",8,2006,경춘로276번길 66
경기도 구리시 인창동,주공6,59.76,06,"57,500",20,1996,건원대로34번길 77
울산광역시 북구 신천동,문화청솔,84.135,06,"9,700",1,1994,호계로 327-8
경기도 구리시 인창동,주공4-1,37.67,06,"38,500",7,1996,건원대로76번길 134
경기도 구리시 인창동,주공2,39.86,06,"37,000",5,1997,건원대로76번길 39
서울특별시 서초구 방배동,서리풀e편한세상,59.94,06,"188,000",4,2010,효령로33길 50
경기도 동두천시 생연동,에이스아파트(5차),84.952,06,"14,000",17,2002,삼육사로1002번길 47
경기도 동두천시 지행동,지행주공2단지,59.99,06,"11,800",3,1999,평화로 2316-13
경기도 동두천시 송내동,송내주공4단지,59.92,06,"16,500",15,2003,동두천로 63
울산광역시 북구 중산동,U-스타시티일동미라주더스타3단지,80.3421,06,"34,000",23,2019,중산로 45
서울특별시 서초구 반포동,반포자이,59.98,06,"278,000",5,2009,신반포로 270
서울특별시 강동구 암사동,현대홈타운,84.98,06,"127,500",3,2004,고덕로27길 36
서울특별시 서초구 반포동,반포자이,59.98,06,"278,000",5,2009,신반포로 270
울산광역시 북구 상안동,쌍용아진그린타운1,59.98,06,"12,300",13,1996,아진로 42
서울특별시 강동구 암사동,선사현대아파트,82.94,06,"123,000",26,2000,상암로 11
서울특별시 강동구 암사동,선사현대아파트,59.64,06,"96,500",18,2002,상암로 11
서울특별시 강동구 암사동,선사현대아파트,58.68,06,"91,000",8,2000,상암로 11
서울특별시 강동구 암사동,삼성광나루,59.69,06,"86,000",3,2002,상암로3길 77
경기도 평택시 고덕동,신안인스빌시그니처,84.9534,06,"58,500",17,2020,고덕국제대로 203
서울특별시 서초구 서초동,서초교대e편한세상,59.9,06,"204,500",8,2010,서초중앙로24길 33
경기도 부천시소사구 소사본동,주공뜨란채,84.85,06,"57,000",8,2006,소사동로72번길 32
울산광역시 북구 천곡동,삼성코아루,84.921,06,"24,700",4,2005,천곡남로 37
경기도 평택시 용이동,e편한세상평택용이2단지,72.91,06,"32,700",14,2017,신흥1로 43
경기도 평택시 용이동,e편한세상평택용이1단지,84.86,06,"34,900",4,2017,신흥1로 67
경기도 평택시 용이동,평택용이금호어울림1단지,67.1879,06,"27,800",17,2015,현촌3길 21
서울특별시 강동구 둔촌동,둔촌푸르지오,59.98,06,"102,500",14,2010,명일로 172
서울특별시 강동구 둔촌동,둔촌푸르지오,84.9,06,"122,000",6,2010,명일로 172
서울특별시 강동구 둔촌동,둔촌푸르지오,59.98,06,"101,000",18,2010,명일로 172
서울특별시 강동구 둔촌동,신동아파밀리에,59.4,06,"91,000",13,2002,양재대로96길 79
서울특별시 강동구 둔촌동,신성둔촌미소지움2,59.88,06,"89,000",18,2000,진황도로 212
경기도 평택시 용이동,e편한세상평택,72.958,06,"33,200",11,2015,현촌1로 7
서울특별시 강남구 역삼동,경남아너스빌,81.013,06,"153,000",16,2002,언주로85길 13
경기도 평택시 동삭동,더샵지제역센트럴파크1BL,74.9929,06,"47,000",5,2020,지제동삭1로 163
서울특별시 강남구 개포동,개포래미안포레스트,74.66,06,"250,000",12,2020,개포로 264
울산광역시 북구 산하동,울산블루마시티서희스타힐스블루원아파트,84.5605,06,"29,700",12,2016,산하중앙3로 142
경기도 평택시 비전동,평택소사벌푸르지오,83.68,06,"38,000",18,2019,평남로 996
경기도 평택시 비전동,우미린센트럴파크,84.9797,06,"40,500",5,2016,비전3로 76
경기도 평택시 군문동,군문주공2,59.96,06,"22,500",7,1999,원평로25번길 61
서울특별시 강동구 상일동,고덕아르테온,84.94,06,"165,000",4,2020,고덕로 360
서울특별시 강동구 상일동,고덕아르테온,84.97,06,"174,000",9,2020,고덕로 360
서울특별시 강동구 상일동,고덕아르테온,84.97,06,"160,000",3,2020,고덕로 360
서울특별시 강동구 상일동,고덕아르테온,59.98,06,"144,500",10,2020,고덕로 360
경기도 성남시수정구 창곡동,위례자연앤래미안이편한세상,75.99,06,"124,500",7,2016,위례동로 61
경기도 평택시 통복동,삼성,84.87,06,"25,000",12,1993,평남로 281
서울특별시 강남구 대치동,대치SKVIEW,93.4,06,"344,000",8,2017,삼성로51길 25
경기도 평택시 지산동,건영(지산),53.58,06,"13,000",4,1993,지산2로 50
서울특별시 강남구 논현동,신동아(22),114.34,06,"202,000",8,1997,강남대로146길 28
대구광역시 수성구 황금동,캐슬골드파크4단지,59.98,06,"35,500",5,2006,청수로 261
서울특별시 강남구 세곡동,세곡푸르지오,74.74,06,"135,000",7,2012,자곡로 21
경기도 성남시수정구 단대동,단대푸르지오,114.88,06,"106,000",7,2012,산성대로437번길 7
경기도 성남시수정구 신흥동,두산,71.36,06,"64,000",6,1993,공원로 360
경기도 평택시 이충동,이충동부영2단지,59.94,06,"14,000",10,1996,이충로 93-15
경기도 고양시일산서구 일산동,후곡마을(금호),83.77,06,"51,900",1,1995,후곡로 36
경기도 평택시 칠원동,평택지제역동문굿모닝힐맘시티3단지,59.9845,06,"28,400",2,2021,신촌5로 20
경기도 평택시 칠원동,평택지제역동문굿모닝힐맘시티1단지,59.7056,06,"27,900",6,2019,신촌1로 9
경기도 성남시수정구 신흥동,산성역포레스티아,59.84,06,"95,000",7,2020,수정로 319
울산광역시 북구 화봉동,울산송정한라비발디캠퍼스,84.899,06,"58,000",22,2019,박상진2로 121
서울특별시 강남구 수서동,까치마을,39.6,06,"68,000",7,1993,광평로19길 10
서울특별시 강남구 수서동,신동아,33.18,06,"93,000",14,1992,광평로47길 17
서울특별시 강남구 수서동,강남데시앙포레,84.96,06,"164,500",7,2014,광평로34길 55
울산광역시 북구 송정동,울산송정호반베르디움,84.973,06,"55,600",12,2018,박상진3로 5
경기도 광명시 소하동,광명소하휴먼시아7단지,119.75,06,"89,000",14,2010,소하로 162
경기도 광명시 철산동,우성,54.36,06,"48,800",15,1990,시청로 139
경기도 광명시 철산동,두산위브,84.9,06,"80,500",5,2007,사성로 91
서울특별시 강동구 명일동,삼익그린2차,42.93,06,"82,700",6,1983,고덕로 210
서울특별시 강동구 명일동,명일지에스아파트,59.79,06,"75,000",10,1999,상암로51길 61
경기도 고양시일산서구 일산동,산들마을,84.93,06,"39,500",15,2005,고양대로 719-12
경기도 광명시 광명동,광명푸르지오센트베르,59.6069,06,"78,000",10,2022,새터로 27
경기도 의정부시 산곡동,대광로제비앙더퍼스트,84.9265,06,"53,000",7,2020,서광로 169
경기도 의정부시 가능동,동원,59.94,06,"17,000",1,1993,녹양로62번길 98
서울특별시 송파구 잠실동,리센츠,59.99,06,"210,000",25,2008,올림픽로 135
서울특별시 송파구 잠실동,잠실엘스,119.93,06,"300,000",4,2008,올림픽로 99
서울특별시 송파구 잠실동,잠실엘스,84.88,06,"260,000",20,2008,올림픽로 99
서울특별시 송파구 잠실동,우성아파트,131.08,06,"260,000",6,1981,올림픽로4길 42
경기도 의정부시 민락동,민락엘레트,59.93,06,"30,600",2,2017,송양로 94
서울특별시 송파구 신천동,파크리오,84.79,06,"237,000",29,2008,올림픽로 435
서울특별시 송파구 신천동,장미1,71.2,06,"179,000",2,1979,올림픽로35길 104
서울특별시 송파구 가락동,헬리오시티,84.98,06,"223,000",23,2018,송파대로 345
경기도 의정부시 신곡동,e편한세상신곡포레스타뷰,59.8962,06,"40,650",26,2020,금신로 276
서울특별시 송파구 오금동,상아2차아파트,60,06,"95,500",12,1988,오금로 407
서울특별시 송파구 장지동,위례24단지(꿈에그린),84.93,06,"147,500",15,2013,위례광장로 121
서울특별시 송파구 방이동,올림픽선수기자촌3단지,83.06,06,"210,000",8,1988,양재대로 1218
서울특별시 송파구 오금동,송파두산위브,84.9703,06,"108,000",22,2019,성내천로 103
경기도 의정부시 의정부동,의정부역센트럴자이앤위브캐슬,59.948,06,"57,000",7,2022,경의로 132
경기도 의정부시 의정부동,의정부역센트럴자이앤위브캐슬,59.948,06,"55,800",8,2022,경의로 130
인천광역시 중구 중산동,e편한세상영종국제도시오션하임,74.9684,06,"42,500",14,2018,두미포로 112
인천광역시 중구 중산동,e편한세상영종국제도시오션하임,74.983,06,"43,000",21,2018,두미포로 112
인천광역시 중구 중산동,e편한세상영종국제도시오션하임,84.9777,06,"47,800",14,2018,두미포로 112
경기도 안양시동안구 호계동,무궁화건영캐스빌,84.84,06,"61,900",13,1992,동안로 11
대구광역시 수성구 만촌동,메트로팔레스3,84.93,06,"43,300",9,2003,동원로 110
경기도 안양시동안구 호계동,임광한마음2차,55.405,06,"54,000",23,2003,경수대로797번길 12
경기도 안양시동안구 호계동,평촌대성유니드,59.881,06,"56,000",8,2019,안양천동로126번길 26
경기도 안양시동안구 관양동,공작아파트,60,06,"57,000",12,1993,관평로212번길 21
경기도 화성시 향남읍 행정리,살구꽃마을제일오투그란데,118.0155,06,"59,900",17,2008,행정중앙2로 64
경기도 화성시 남양읍 남양리,동광뷰엘,80.0082,06,"43,000",16,2018,역골중앙로 118
경기도 화성시 남양읍 남양리,대광파인밸리,84.96,06,"24,500",4,2003,시청로 221
경기도 화성시 남양읍 신남리,화성시청역센트럴파크스타힐스3단지,59.6621,06,"38,500",21,2022,화성시청역로 14
경기도 화성시 남양읍 신남리,화성시청역센트럴파크스타힐스1단지,59.7373,06,"39,500",11,2022,화성시청역로 1
인천광역시 계양구 효성동,e편한세상 계양 더프리미어,84.9299,06,"66,900",24,2021,효서로 145
인천광역시 계양구 효성동,뉴서울2,39.84,06,"13,800",1,1986,안남로 560
인천광역시 계양구 효성동,뉴서울2,39.84,06,"13,800",1,1986,안남로 560
인천광역시 계양구 효성동,태산,84.765,06,"27,300",22,1997,봉오대로477번길 20
경상남도 창원시마산회원구 회원동,e-편한세상창원파크센트럴,84.9798,06,"47,400",11,2020,회원남로 65
경기도 광주시 초월읍 산이리,벽산블루밍,84.944,06,"30,000",10,2004,경충대로 921
경기도 광주시 초월읍 산이리,벽산블루밍,84.944,06,"32,000",10,2004,경충대로 921
경상남도 창원시마산회원구 양덕동,마산양덕4차한일타운,70.7756,06,"29,900",9,2004,양덕서로 45
경상남도 창원시마산회원구 양덕동,메트로시티2단지,84.975,06,"53,300",8,2015,삼호로 80
대구광역시 수성구 범어동,범어에일린의뜰,84.941,06,"95,000",20,2021,청솔로14길 15
경상남도 창원시마산회원구 양덕동,메트로시티2단지,84.937,06,"58,500",41,2015,삼호로 80
경상남도 창원시마산회원구 양덕동,메트로시티,101.263,06,"54,100",9,2009,양덕서로 30
경상남도 창원시마산회원구 양덕동,대상,42.705,06,"12,000",10,1999,양덕북17길 48
경기도 양평군 양평읍 창대리,한화포레나양평,59.7829,06,"32,500",9,2023,남북로 53
충청북도 청주서원구 개신동,주공뜨란채,59.42,06,"17,300",3,2000,경신로 68
충청북도 청주서원구 개신동,휴먼시아,49.93,06,"13,300",13,2001,경신로 67
충청북도 청주서원구 성화동,남양휴튼,102.48,06,"38,300",16,2008,장전로 51
충청북도 충주시 중앙탑면 용전리,미진이지비아,73.2972,06,"20,900",3,2017,기업도시로 189
충청북도 충주시 중앙탑면 용전리,충주시티자이,59.9959,06,"20,500",9,2017,원앙4길 51
인천광역시 미추홀구 학익동,동아풍림,59.75,06,"25,000",14,1999,소성로 120
인천광역시 계양구 계산동,주공,36.16,06,"17,000",7,1990,경명대로1142번길 3
충청북도 충주시 중앙탑면 용전리,충주시티자이,59.9959,06,"20,000",4,2017,원앙4길 51
충청북도 충주시 중앙탑면 용전리,포레나서충주,77.4723,06,"29,900",2,2023,기업도시로 211
충청북도 청주서원구 수곡동,더샵청주퍼스트파크,84.9722,06,"43,000",10,2021,수곡로 20
충청북도 청주서원구 수곡동,산남주공4단지아파트,76.51,06,"15,100",9,1993,구룡산로 275-13
충청북도 청주서원구 수곡동,산남주공4단지아파트,76.51,06,"16,000",11,1993,구룡산로 275-34
충청북도 진천군 진천읍 교성리,진천1차대명루첸,80.8824,06,"26,400",2,2016,문화2길 36
충청북도 청주서원구 모충동,청주모충LH트릴로채,74.77,06,"29,600",1,2021,쌍샘로 22
인천광역시 미추홀구 학익동,삼익플라주아파트,82.16,06,"25,000",5,2011,한나루로456번길 12
인천광역시 계양구 작전동,부민렉스타운,64.45,06,"22,000",4,2008,주부토로472번길 43
인천광역시 계양구 작전동,작전현대1차,84.945,06,"33,000",5,1990,봉오대로743번길 8
인천광역시 계양구 작전동,현대2-1차,84.995,06,"30,700",5,1991,효서로 381
충청북도 청주서원구 사직동,푸르지오캐슬(101~117),123.44,06,"43,900",14,2010,예체로 68
대구광역시 수성구 범어동,범어라온프라이빗2차,84.9728,06,"107,000",13,2018,청호로 438
인천광역시 미추홀구 용현동,인천 SK Sky VIEW,84.9974,06,"50,400",2,2016,용정공원로 33
인천광역시 연수구 송도동,힐스테이트레이크송도2차,84.96,06,"71,800",4,2020,아카데미로 446
인천광역시 연수구 송도동,송도글로벌파크베르디움,63.9721,06,"64,700",4,2017,송도문화로28번길 27
인천광역시 연수구 송도동,송도글로벌파크베르디움,74.9307,06,"78,400",32,2017,송도문화로28번길 27
충청북도 청주시상당구 방서동,우미린풀하우스,69.7134,06,"36,200",6,2020,동남로 15
충청북도 진천군 덕산읍 두촌리,충북혁신리슈빌,74.82,06,"26,400",15,2018,연미로 128
충청북도 음성군 금왕읍 무극리,풍산장미,59.88,06,"7,700",9,1995,무극로 243-7
충청북도 음성군 금왕읍 무극리,두진백로1차,59.58,06,"9,500",7,1995,탑골길 20
충청북도 청주시상당구 용암동,중흥마을마이빌아파트,59.4045,06,"16,000",11,2003,중흥로 148
충청북도 청주시상당구 용암동,중흥마을마이빌아파트,59.4045,06,"16,000",11,2003,중흥로 148
충청북도 청주시상당구 용암동,시티프라디움2단지,84.9954,06,"45,000",22,2020,중고개로142번길 17
충청북도 청주시상당구 용암동,칸타빌더테라스1단지,84.9258,06,"48,500",4,2019,중고개로 140
충청북도 청주시상당구 용암동,소라,59.43,06,"11,500",14,1994,원봉로 21
충청북도 청주시상당구 용암동,건영,84.93,06,"22,400",12,1999,중흥로 71
인천광역시 남동구 만수동,하우스토리만수,59.9526,06,"37,000",14,2020,구월로372번길 90
인천광역시 계양구 병방동,신명진달래1,41.55,06,"14,450",2,1988,병방시장로61번길 4
인천광역시 계양구 병방동,학마을서원,59.94,06,"29,000",16,1997,용종로 123
인천광역시 계양구 병방동,학마을서원,59.94,06,"29,000",16,1997,용종로 123
충청북도 청주시상당구 용담동,가좌마을부영,59.987,06,"17,700",14,2003,호미로 329
충청북도 음성군 맹동면 동성리,충북혁신도시 LH쌍용예가,59.93,06,"21,500",11,2014,사예로 20
충청북도 음성군 맹동면 동성리,충북혁신도시영무예다음3차,84.9367,06,"36,000",17,2017,장성1길 9
충청북도 청주시상당구 금천동,장자마을부영(324-3단지),84.9916,06,"20,500",8,2003,호미로 285
충청북도 청주시상당구 금천동,장자마을현대(2단지),84.8943,06,"22,400",11,2002,수영로 328
충청북도 청주시상당구 금천동,뉴타운,84.9,06,"18,000",9,1993,꽃산동로 41
충청북도 음성군 대소면 태생리,대소한양2차,51.99,06,"7,000",3,1997,대화1길 58-12
충청북도 청주시상당구 대성동,우성,84.95,06,"15,400",9,1991,용담로63번길 33
충청북도 청주시상당구 탑동,탑클래스아파트,84.9,06,"30,000",7,2014,산성로 55
충청북도 청주시상당구 북문로3가동,청주행정타운코아루휴티스,84.9935,06,"40,500",49,2020,중앙로 80
충청남도 천안시서북구 성거읍 신월리,성거벽산,84.98,06,"16,500",16,1998,봉주로 107-6
인천광역시 서구 검암동,풍림아이원2차,84.93,06,"44,400",6,2004,검암로 53
경상북도 예천군 호명읍 산합리,경북도청신도시우방아이유쉘센트럴,84.9962,06,"28,500",14,2017,행복로 229
경상남도 창원시마산합포구 현동,창원현동하늘채,59.979,06,"20,700",9,2018,현동9길 13
충청남도 천안시서북구 성거읍 신월리,성거벽산,59.99,06,"12,900",2,1998,봉주로 107-6
인천광역시 남동구 만수동,벽산,84.93,06,"32,500",16,2000,호구포로 924
대구광역시 북구 매천동,한신더휴웨스턴팰리스,101.8518,06,"56,000",17,2019,매전로4길 32
대구광역시 북구 매천동,한신더휴웨스턴팰리스,69.9802,06,"36,700",8,2019,매전로4길 32
대구광역시 북구 매천동,한신더휴웨스턴팰리스,69.9802,06,"36,200",10,2019,매전로4길 32
대구광역시 북구 매천동,한신더휴이스턴팰리스,84.967,06,"37,000",3,2019,매전로4길 31
충청남도 천안시서북구 직산읍 삼은리,직산세광엔리치빌1차2단지,84.9977,06,"22,700",13,2005,삼은4길 18-23
경상남도 창원시마산합포구 월영동,마린애시앙부영,84.9463,06,"37,000",27,2019,가포순환로 33
경상남도 창원시마산합포구 월영동,마린애시앙부영,84.8685,06,"41,600",26,2019,가포순환로 33
경상남도 창원시마산합포구 월영동,화인아트빌라1,79.23,06,"8,700",15,1991,무학로 32
인천광역시 서구 심곡동,대동,84.96,06,"32,800",12,1996,심곡로 135
경상남도 창원시마산합포구 월영동,현대건설1차,59.7,06,"14,000",4,1998,월영마을로 12
충청남도 천안시서북구 직산읍 모시리,동보호수마을,25.725,06,"2,600",6,1997,상덕로 32
경상남도 창원시마산합포구 교방동,창원롯데캐슬프리미어,84.9302,06,"43,000",25,2020,노산서18길 80
충청남도 아산시 배방읍 세교리,신라,49.68,06,"10,500",8,1997,온천대로 2358
충청남도 아산시 배방읍 장재리,요진와이시티,59.8868,06,"37,000",12,2011,광장로 210
인천광역시 서구 가정동,루원호반베르디움더센트럴,73.1716,06,"57,500",25,2018,봉오재3로 75
인천광역시 미추홀구 용현동,인천용현엑슬루타워,59.9367,06,"29,500",13,2011,아암대로29번길 16
충청남도 아산시 탕정면 명암리,탕정삼성트라팰리스(1단지~3단지),84.99,06,"39,000",13,2009,탕정면로 37
대구광역시 북구 매천동,한신더휴이스턴팰리스,84.8281,06,"48,300",20,2019,매전로4길 31
인천광역시 동구 송림동,풍림아이원,84.936,06,"30,000",4,2009,송미로 6
경상북도 포항시북구 두호동,두호SK뷰푸르지오2단지,74.99,06,"36,300",21,2020,두호로 65
충청남도 아산시 탕정면 매곡리,한들물빛도시하늘채,59.79,06,"39,300",27,2022,한들물빛1로 8
충청남도 아산시 탕정면 갈산리,호반써밋그랜드마크II(2차),59.843,06,"35,000",9,2023,갈산샛들로 67
경상북도 예천군 호명읍 산합리,동일스위트더파크,77.8424,06,"27,000",9,2019,행복로 177
경기도 수원시권선구 세류동,수원역해모로아파트(수원센트럴타운1단지),84.95,06,"59,500",4,2015,세류로 60
경상북도 포항시북구 창포동,창포메트로시티2단지,69.44,06,"25,300",22,2018,우창로 166
경상북도 포항시북구 창포동,우현동금호어울림,115.093,06,"27,000",7,2008,우창동로 157
인천광역시 서구 신현동,루원시티 대성베르힐,84.9778,06,"59,000",24,2017,봉오재1로 15
인천광역시 서구 신현동,루원시티센트럴타운,84.66,06,"51,800",4,2017,봉오재1로 36
인천광역시 서구 신현동,루원시티센트럴타운,74.96,06,"50,300",22,2017,봉오재1로 36
경기도 수원시권선구 세류동,수원역센트럴타운,39.91,06,"31,800",4,2015,세류로 39
충청남도 아산시 음봉면 산동리,삼일원앙,59.85,06,"9,800",4,1997,음봉로 847
인천광역시 동구 송림동,풍림아이원,84.936,06,"31,400",14,2009,송미로 6
충청남도 아산시 음봉면 덕지리,초원그린타운,39.27,06,"4,800",2,1997,음봉로681번길 24
인천광역시 동구 송현동,동부,56.812,06,"15,700",10,1990,화수로 38
인천광역시 서구 석남동,석남동경남아너스빌,59.95,06,"24,700",17,2006,염곡로 172
충청남도 아산시 둔포면 석곡리,아산테크노밸리이지더원8단지,84.8998,06,"27,800",6,2017,아산밸리남로 81
대구광역시 달성군 다사읍 서재리,에코폴리스 동화아이위시,59.9943,06,"18,900",11,2015,서재로12길 38
충청남도 아산시 둔포면 석곡리,아산테크노밸리이지더원9단지,84.9022,06,"31,500",1,2023,아산밸리남로 37
경상남도 창원시의창구 중동,창원중동유니시티1단지,115.7299,06,"108,000",2,2019,중동로 34
전북특별자치도 전주시완산구 효자동2가,전주효천우미린더퍼스트,84.9331,06,"51,200",4,2019,효천중앙로 11
대구광역시 달성군 다사읍 서재리,메가시티태왕아너스,84.6997,06,"38,000",16,2022,궁산2길 12
대구광역시 달서구 진천동,진천역계룡리슈빌,84.859,06,"42,000",23,2011,진천로 77
인천광역시 서구 가좌동,"인천가좌두산위브트레지움1,2단지",59.78,06,"36,000",4,2017,여우재로 136
인천광역시 서구 가좌동,풍림,59.96,06,"23,000",11,1996,원적로47번길 6
인천광역시 서구 가좌동,풍림,59.96,06,"23,000",11,1996,원적로47번길 6
충청남도 아산시 신창면 남성리,아산삼부르네상스더힐,59.9345,06,"19,865",14,2024,천우물로 22
세종특별자치시  대평동,해들마을3단지,50.3413,06,"38,800",12,2017,대평1길 38
대구광역시 북구 동천동,보성서한타운,59.9,06,"15,000",12,1995,팔거천동로 104
충청남도 아산시 신창면 남성리,아산삼부르네상스더힐,59.9345,06,"18,000",11,2024,천우물로 22
충청남도 아산시 신창면 남성리,아산삼부르네상스더힐,59.9345,06,"18,000",11,2024,천우물로 22
충청북도 청주시청원구 사천동,신동아,123.81,06,"23,500",6,1993,율봉로 84
충청남도 서산시 인지면 둔당리,산호옥마을,59.959,06,"9,750",12,2005,둔당로 99
대구광역시 달성군 다사읍 세천리,세천삼정그린코아더베스트아파트2단지,75.5392,06,"26,000",22,2017,세천북로 20
인천광역시 서구 마전동,검단힐스테이트,69.8251,06,"29,000",13,2007,완정로92번길 11
인천광역시 서구 마전동,영진,59.97,06,"20,400",2,1999,가현로 168
충청남도 서산시 인지면 둔당리,산호옥마을,59.959,06,"7,800",13,2005,둔당로 99
충청북도 청주시청원구 율량동,율량효성,59.86,06,"13,800",3,1996,사뜸로67번길 13
충청북도 청주시청원구 내덕동,이랜드해가든,84.9226,06,"28,300",9,2009,공항로84번길 30
충청남도 천안시동남구 안서동,안서코아루,58.084,06,"20,500",3,2018,각원사길 114-7
충청남도 계룡시 두마면 농소리,계룡대실LH리슈빌,59.98,06,"24,100",17,2021,농소로 64
충청남도 계룡시 두마면 농소리,계룡자이,84.996,06,"44,000",4,2023,대실남북로 81
충청남도 천안시동남구 신방동,향촌현대,84.72,06,"19,500",14,1997,서부대로 226-11
충청남도 천안시동남구 신방동,삼일원앙,28.12,06,"4,800",7,1997,신촌로 5
충청남도 금산군 금산읍 중도리,동남,73.61,06,"5,500",4,1992,비범로 80
충청남도 금산군 금산읍 아인리,대원칸타빌아파트,84.8,06,"25,800",11,2015,사직로 150
충청남도 천안시동남구 다가동,서해그랑블,109.5442,06,"29,500",15,2008,천안천공원3길 5-31
충청남도 금산군 금산읍 양지리,e편한세상금산프라임포레,59.8083,06,"19,700",6,2022,진악로 869
충청남도 홍성군 홍성읍 남장리,대우아파트,84.975,06,"10,500",14,1995,문화로72번길 41
인천광역시 서구 당하동,호반써밋프라임뷰,84.2832,06,"60,000",14,2022,이음2로 70
인천광역시 서구 당하동,원당풍림아이원,84.55,06,"32,000",14,2004,원당대로840번길 21
세종특별자치시  보람동,호려울마을1단지(대방노블랜드),59.9883,06,"50,500",14,2017,남세종로 503
충청남도 홍성군 홍북읍 신경리,효성해링턴플레이스,67.459,06,"17,000",1,2014,54
대구광역시 북구 국우동,그린빌1차,59.39,06,"14,200",6,1999,구리로 250
대구광역시 달성군 다사읍 죽곡리,대실역리슈빌3단지,84.6695,06,"38,000",9,2012,대실역남로 33
충청남도 예산군 신양면 대덕리,예당마을이엔씨,55.5464,06,"4,100",2,2002,청신로 292
경기도 용인시처인구 고림동,이삭,84.87,06,"24,500",9,1998,경안천로256번길 47-14
경기도 용인시처인구 고림동,양우내안애에듀퍼스트,74.9809,06,"46,700",9,2019,경안천로 196-1
경기도 용인시처인구 고림동,양우내안애에듀파크,64.8938,06,"41,500",9,2018,경안천로 112
충청남도 태안군 태안읍 남문리,코아루3차,74.9689,06,"24,000",20,2020,서해로 1643
경기도 용인시처인구 유방동,용인보평역서희스타힐스리버파크,71.2948,06,"45,500",25,2024,한터로 55-30
경기도 용인시처인구 삼가동,풍림,59.97,06,"24,800",4,1998,삼가로 28
경기도 용인시처인구 삼가동,용인행정타운두산위브3단지,84.74,06,"44,500",12,2013,지삼로590번길 29
전라남도 순천시 해룡면 복성리,순천복성지구한신더휴,84.983,06,"35,000",18,2022,순광로 234-8
대구광역시 북구 산격동,산격대우,84.96,06,"29,600",13,1999,동북로 163
전북특별자치도 전주시완산구 효자동1가,한강,59.92,06,"15,100",10,1997,강변로 120
